Accident_ID,Date,Time,Location,Weather_Condition,Road_Surface,Light_Condition,Vehicle_Type,Driver_Age,Driver_Gender,Speed_kmph,Alcohol_Involved,Number_of_Vehicles,Number_of_Casualties,Accident_Severity,Day_of_Week,Month
221,2023-05-10,15:52,Ahmedabad,Rain,Dry,Daylight,Motorcycle,68,Male,34,No,2,4,Minor,Wednesday,May
222,2023-02-22,19:38,Delhi,Clear,Wet,Daylight,Motorcycle,43,Male,71,No,4,1,Minor,Wednesday,February
223,2024-11-14,00:55,Hyderabad,Clear,Dry,Twilight,Truck,34,Male,88,No,3,3,Serious,Thursday,November
224,2024-12-30,15:05,Jaipur,Rain,Icy,Daylight,Car,45,Male,111,Yes,3,4,Serious,Monday,December
225,2024-11-02,11:08,Pune,Fog,Snowy,Darkness,Truck,36,Male,116,No,3,4,Minor,Saturday,November
226,2024-12-10,13:46,Chennai,Clear,Dry,Daylight,Bicycle,44,Female,30,No,3,2,Minor,Tuesday,December
227,2024-02-20,03:20,Delhi,Rain,Wet,Daylight,Truck,65,Male,62,Yes,1,0,Minor,Tuesday,February
228,2023-09-04,11:54,Mumbai,Rain,Dry,Daylight,Bus,69,Male,89,No,2,3,Minor,Monday,September
229,2024-03-14,04:21,Kolkata,Clear,Dry,Daylight,Bicycle,36,Male,42,Yes,3,0,Minor,Thursday,March
230,2023-07-22,14:58,Kolkata,Clear,Wet,Daylight,Motorcycle,50,Male,59,No,2,1,Serious,Saturday,July
231,2023-07-03,11:57,Ahmedabad,Clear,Dry,Darkness,Bicycle,68,Male,82,No,4,4,Serious,Monday,July
232,2023-05-03,06:30,Hyderabad,Clear,Dry,Daylight,Car,24,Male,21,No,4,4,Serious,Wednesday,May
233,2024-02-05,18:33,Ahmedabad,Clear,Dry,Darkness,Car,46,Male,98,No,4,5,Minor,Monday,February
234,2023-10-21,17:19,Mumbai,Clear,Dry,Daylight,Truck,60,Female,106,Yes,4,0,Serious,Saturday,October
235,2023-10-07,07:52,Bangalore,Clear,Snowy,Daylight,Bicycle,22,Male,105,No,2,1,Minor,Saturday,October
236,2024-09-01,13:10,Hyderabad,Rain,Dry,Darkness,Motorcycle,47,Male,92,Yes,4,5,Fatal,Sunday,September
237,2023-07-17,03:40,Lucknow,Rain,Wet,Daylight,Car,66,Male,66,No,4,5,Minor,Monday,July
238,2024-05-25,21:40,Bangalore,Windy,Dry,Darkness,Auto Rickshaw,60,Male,49,Yes,3,2,Serious,Saturday,May
239,2023-05-24,06:09,Hyderabad,Clear,Wet,Twilight,Motorcycle,25,Female,35,No,3,5,Minor,Wednesday,May
240,2024-08-31,11:18,Hyderabad,Fog,Dry,Darkness,Auto Rickshaw,59,Male,78,No,3,5,Minor,Saturday,August
241,2023-07-20,18:21,Mumbai,Fog,Dry,Daylight,Bus,29,Male,66,No,1,2,Serious,Thursday,July
242,2023-05-04,11:37,Pune,Rain,Snowy,Daylight,Auto Rickshaw,59,Male,49,No,3,4,Minor,Thursday,May
243,2023-07-06,05:10,Mumbai,Clear,Dry,Darkness,Car,30,Male,28,No,4,4,Serious,Thursday,July
244,2023-11-22,01:30,Hyderabad,Fog,Dry,Darkness,Truck,43,Male,84,No,2,3,Minor,Wednesday,November
245,2024-04-08,04:14,Delhi,Clear,Dry,Daylight,Bus,35,Female,78,No,4,5,Minor,Monday,April
246,2023-12-15,10:52,Bangalore,Clear,Wet,Daylight,Bicycle,59,Male,83,No,2,0,Minor,Friday,December
247,2024-10-21,04:09,Mumbai,Rain,Dry,Daylight,Motorcycle,68,Male,27,No,4,4,Minor,Monday,October
248,2024-02-07,20:52,Pune,Rain,Snowy,Daylight,Car,69,Male,71,No,1,1,Serious,Wednesday,February
249,2023-12-12,11:33,Chennai,Clear,Dry,Daylight,Bus,66,Male,37,No,3,0,Minor,Tuesday,December
250,2024-05-25,01:22,Ahmedabad,Snow,Dry,Daylight,Bus,37,Female,110,Yes,4,3,Minor,Saturday,May
251,2023-05-27,04:22,Hyderabad,Rain,Wet,Darkness,Car,33,Male,101,No,3,5,Fatal,Saturday,May
252,2023-05-28,08:03,Lucknow,Clear,Wet,Twilight,Bicycle,54,Male,115,Yes,1,2,Minor,Sunday,May
253,2024-12-11,10:47,Chennai,Snow,Snowy,Darkness,Bicycle,20,Male,77,Yes,1,3,Serious,Wednesday,December
254,2024-05-03,09:37,Kolkata,Clear,Icy,Daylight,Truck,44,Male,68,No,3,0,Minor,Friday,May
255,2024-10-01,19:02,Jaipur,Windy,Dry,Daylight,Auto Rickshaw,32,Male,51,No,3,2,Minor,Tuesday,October
256,2024-07-04,02:17,Pune,Rain,Dry,Twilight,Bicycle,51,Male,67,No,2,1,Fatal,Thursday,July
257,2023-12-04,07:10,Lucknow,Clear,Dry,Twilight,Truck,62,Male,64,Yes,3,2,Serious,Monday,December
258,2024-10-02,22:18,Jaipur,Fog,Wet,Twilight,Auto Rickshaw,39,Female,73,No,3,2,Minor,Wednesday,October
259,2024-04-17,07:18,Pune,Rain,Snowy,Darkness,Bus,57,Male,119,No,2,1,Minor,Wednesday,April
260,2023-05-31,17:50,Delhi,Fog,Dry,Daylight,Car,40,Female,119,Yes,4,4,Minor,Wednesday,May
261,2024-02-19,04:22,Ahmedabad,Windy,Dry,Darkness,Bicycle,66,Male,104,No,2,4,Minor,Monday,February
262,2023-10-25,20:42,Chennai,Fog,Dry,Daylight,Truck,21,Male,65,No,4,2,Fatal,Wednesday,October
263,2024-09-02,01:19,Bangalore,Rain,Wet,Daylight,Bus,68,Male,115,No,4,2,Minor,Monday,September
264,2023-09-20,17:47,Pune,Fog,Dry,Darkness,Bicycle,58,Female,50,Yes,4,3,Minor,Wednesday,September
265,2023-05-24,23:01,Bangalore,Rain,Dry,Daylight,Motorcycle,40,Male,56,No,2,4,Minor,Wednesday,May
266,2023-12-12,07:42,Ahmedabad,Clear,Dry,Daylight,Bus,64,Male,35,No,2,1,Minor,Tuesday,December
267,2024-09-15,13:51,Hyderabad,Fog,Wet,Daylight,Bicycle,26,Male,65,No,1,5,Serious,Sunday,September
268,2024-07-25,09:43,Kolkata,Clear,Wet,Daylight,Bus,41,Female,65,No,4,5,Serious,Thursday,July
269,2023-01-02,14:24,Chennai,Rain,Wet,Darkness,Car,38,Female,97,Yes,2,2,Serious,Monday,January
270,2023-10-31,14:43,Ahmedabad,Fog,Dry,Daylight,Car,58,Male,107,No,1,2,Minor,Tuesday,October
271,2023-09-11,18:37,Ahmedabad,Rain,Dry,Daylight,Car,63,Female,108,No,4,5,Minor,Monday,September
272,2024-10-13,22:59,Delhi,Rain,Wet,Daylight,Auto Rickshaw,33,Male,80,Yes,2,3,Minor,Sunday,October
273,2024-03-28,23:31,Jaipur,Fog,Icy,Daylight,Motorcycle,42,Female,65,No,2,3,Serious,Thursday,March
274,2023-02-06,15:18,Kolkata,Clear,Dry,Daylight,Car,43,Male,70,No,2,3,Serious,Monday,February
275,2023-06-09,18:05,Chennai,Fog,Dry,Darkness,Motorcycle,66,Male,81,Yes,3,0,Serious,Friday,June
276,2023-01-09,18:44,Hyderabad,Clear,Dry,Daylight,Car,62,Male,54,No,1,1,Minor,Monday,January
277,2023-08-21,14:22,Hyderabad,Clear,Dry,Darkness,Auto Rickshaw,26,Male,100,No,2,0,Minor,Monday,August
278,2023-04-09,03:25,Mumbai,Clear,Wet,Twilight,Bus,32,Male,61,No,3,2,Serious,Sunday,April
279,2024-10-20,20:44,Ahmedabad,Rain,Dry,Darkness,Bicycle,56,Male,64,No,1,3,Minor,Sunday,October
280,2023-07-27,22:31,Pune,Rain,Dry,Daylight,Bicycle,50,Male,87,No,1,3,Serious,Thursday,July
281,2023-05-11,21:15,Delhi,Fog,Dry,Daylight,Car,18,Male,94,No,3,5,Fatal,Thursday,May
282,2024-02-08,23:41,Kolkata,Clear,Dry,Darkness,Bicycle,22,Male,66,No,1,5,Fatal,Thursday,February
283,2023-06-01,11:17,Hyderabad,Clear,Dry,Daylight,Car,26,Female,98,No,3,3,Serious,Thursday,June
284,2023-02-23,13:50,Chennai,Clear,Dry,Darkness,Car,61,Female,49,Yes,4,4,Fatal,Thursday,February
285,2023-04-30,04:25,Mumbai,Clear,Dry,Darkness,Truck,23,Female,43,No,2,5,Serious,Sunday,April
286,2024-11-03,14:51,Chennai,Rain,Wet,Twilight,Truck,45,Male,85,Yes,3,1,Minor,Sunday,November
287,2024-09-19,19:27,Delhi,Clear,Dry,Twilight,Truck,62,Male,62,Yes,1,0,Minor,Thursday,September
288,2024-08-09,20:02,Pune,Clear,Dry,Daylight,Motorcycle,43,Female,53,No,1,1,Minor,Friday,August
289,2024-09-16,14:23,Mumbai,Clear,Icy,Daylight,Truck,45,Female,42,No,4,5,Minor,Monday,September
290,2024-02-24,06:48,Mumbai,Clear,Wet,Twilight,Car,57,Male,80,No,4,3,Serious,Saturday,February
291,2024-02-26,08:21,Jaipur,Clear,Wet,Daylight,Auto Rickshaw,32,Male,114,No,4,2,Minor,Monday,February
292,2023-04-14,01:19,Kolkata,Clear,Dry,Daylight,Auto Rickshaw,23,Male,56,No,4,4,Serious,Friday,April
293,2023-09-11,00:46,Mumbai,Rain,Dry,Darkness,Bus,44,Male,32,No,4,5,Minor,Monday,September
294,2023-08-15,04:18,Jaipur,Fog,Dry,Daylight,Truck,55,Male,116,No,2,1,Minor,Tuesday,August
295,2023-04-22,19:26,Jaipur,Rain,Dry,Darkness,Auto Rickshaw,21,Male,90,No,3,2,Fatal,Saturday,April
296,2024-05-24,02:20,Delhi,Windy,Dry,Darkness,Truck,28,Female,115,No,4,5,Minor,Friday,May
297,2024-04-17,18:13,Bangalore,Clear,Snowy,Daylight,Bus,38,Male,26,No,4,3,Serious,Wednesday,April
298,2023-04-09,06:05,Chennai,Rain,Dry,Twilight,Auto Rickshaw,47,Male,61,No,2,3,Serious,Sunday,April
299,2023-06-02,20:56,Pune,Windy,Dry,Darkness,Car,35,Male,57,No,3,3,Serious,Friday,June
300,2023-12-04,20:41,Lucknow,Clear,Dry,Darkness,Motorcycle,52,Female,71,Yes,4,3,Fatal,Monday,December
301,2024-12-06,22:38,Chennai,Snow,Dry,Daylight,Truck,20,Male,63,No,3,5,Serious,Friday,December
302,2023-06-12,21:20,Mumbai,Clear,Wet,Daylight,Auto Rickshaw,29,Male,83,No,3,4,Fatal,Monday,June
303,2024-12-20,00:25,Pune,Clear,Dry,Darkness,Auto Rickshaw,44,Male,32,No,2,4,Serious,Friday,December
304,2024-11-11,15:26,Hyderabad,Clear,Wet,Daylight,Bus,47,Male,107,No,2,1,Minor,Monday,November
305,2023-06-10,14:00,Bangalore,Rain,Icy,Daylight,Car,38,Male,47,No,4,5,Serious,Saturday,June
306,2024-08-02,19:10,Hyderabad,Rain,Dry,Darkness,Bicycle,55,Male,115,No,1,3,Serious,Friday,August
307,2024-02-02,22:50,Hyderabad,Rain,Dry,Daylight,Auto Rickshaw,38,Male,101,No,2,4,Minor,Friday,February
308,2023-10-04,02:15,Kolkata,Clear,Snowy,Daylight,Motorcycle,55,Male,117,No,3,5,Minor,Wednesday,October
309,2024-05-18,11:25,Chennai,Clear,Wet,Daylight,Bus,57,Male,117,No,3,2,Serious,Saturday,May
310,2024-01-27,11:13,Lucknow,Clear,Dry,Daylight,Auto Rickshaw,32,Male,20,No,4,4,Serious,Saturday,January
311,2023-05-15,21:30,Delhi,Clear,Snowy,Darkness,Auto Rickshaw,35,Male,62,No,4,4,Minor,Monday,May
312,2023-07-14,17:06,Lucknow,Snow,Dry,Daylight,Bus,69,Female,61,No,4,1,Serious,Friday,July
313,2024-02-05,03:49,Hyderabad,Clear,Snowy,Daylight,Bus,46,Male,114,No,3,4,Minor,Monday,February
314,2024-10-01,14:28,Mumbai,Fog,Dry,Darkness,Truck,65,Male,69,No,2,2,Serious,Tuesday,October
315,2023-02-02,00:16,Bangalore,Fog,Dry,Twilight,Auto Rickshaw,55,Male,79,No,1,3,Minor,Thursday,February
316,2024-11-18,06:32,Ahmedabad,Clear,Snowy,Darkness,Bicycle,38,Male,20,Yes,2,0,Minor,Monday,November
317,2024-04-04,15:52,Lucknow,Rain,Dry,Daylight,Motorcycle,34,Male,70,Yes,1,1,Minor,Thursday,April
318,2024-04-14,07:59,Hyderabad,Clear,Dry,Daylight,Car,58,Male,35,Yes,2,2,Serious,Sunday,April
319,2024-01-10,15:16,Bangalore,Clear,Dry,Darkness,Car,68,Male,58,No,4,1,Minor,Wednesday,January
320,2023-01-22,17:20,Pune,Clear,Icy,Daylight,Bicycle,35,Female,34,No,3,5,Serious,Sunday,January
321,2024-10-31,22:01,Chennai,Rain,Wet,Darkness,Bus,54,Female,52,Yes,1,3,Minor,Thursday,October
322,2023-02-07,18:25,Jaipur,Clear,Wet,Daylight,Bus,55,Female,106,Yes,2,4,Minor,Tuesday,February
323,2023-08-18,16:10,Kolkata,Rain,Dry,Daylight,Bus,29,Male,72,No,3,5,Minor,Friday,August
324,2023-12-31,08:34,Bangalore,Rain,Wet,Darkness,Auto Rickshaw,28,Male,117,No,1,4,Minor,Sunday,December
325,2024-07-16,10:41,Mumbai,Clear,Dry,Darkness,Bus,65,Male,36,No,1,2,Serious,Tuesday,July
326,2024-03-13,11:36,Mumbai,Rain,Dry,Darkness,Bus,69,Male,108,No,3,3,Minor,Wednesday,March
327,2023-10-10,11:23,Bangalore,Fog,Wet,Daylight,Auto Rickshaw,66,Male,25,No,4,0,Minor,Tuesday,October
328,2023-01-27,05:45,Mumbai,Clear,Dry,Daylight,Auto Rickshaw,37,Male,50,No,3,0,Serious,Friday,January
329,2023-08-14,15:10,Chennai,Clear,Dry,Daylight,Bicycle,26,Male,88,No,4,4,Serious,Monday,August
330,2023-10-04,16:30,Mumbai,Rain,Dry,Daylight,Truck,18,Male,59,Yes,2,5,Fatal,Wednesday,October
331,2024-08-31,09:25,Lucknow,Clear,Dry,Daylight,Auto Rickshaw,20,Male,49,Yes,2,3,Minor,Saturday,August
332,2023-10-11,14:01,Jaipur,Rain,Snowy,Daylight,Motorcycle,38,Male,88,Yes,3,3,Minor,Wednesday,October
333,2024-04-25,20:48,Mumbai,Clear,Dry,Daylight,Bus,40,Male,95,No,4,2,Minor,Thursday,April
334,2024-03-28,20:12,Jaipur,Clear,Wet,Twilight,Truck,26,Female,26,No,2,5,Minor,Thursday,March
335,2024-10-20,12:00,Hyderabad,Clear,Dry,Darkness,Car,36,Male,32,Yes,4,0,Minor,Sunday,October
336,2024-05-30,02:26,Delhi,Clear,Dry,Twilight,Bicycle,62,Male,23,No,4,2,Serious,Thursday,May
337,2024-06-30,06:56,Chennai,Rain,Dry,Daylight,Truck,63,Male,69,No,4,1,Minor,Sunday,June
338,2023-07-11,15:35,Delhi,Clear,Wet,Twilight,Auto Rickshaw,69,Male,22,No,3,3,Minor,Tuesday,July
339,2023-02-18,20:21,Hyderabad,Fog,Wet,Daylight,Bus,36,Male,31,No,4,0,Minor,Saturday,February
340,2024-05-26,10:52,Chennai,Fog,Snowy,Daylight,Bus,40,Female,84,No,3,2,Minor,Sunday,May
341,2023-01-17,07:18,Bangalore,Rain,Wet,Darkness,Bus,44,Female,46,No,2,4,Minor,Tuesday,January
342,2023-06-21,13:52,Bangalore,Fog,Dry,Daylight,Truck,44,Male,69,Yes,2,1,Fatal,Wednesday,June
343,2023-08-08,16:17,Jaipur,Clear,Wet,Daylight,Bus,56,Male,96,No,1,2,Serious,Tuesday,August
344,2023-06-07,06:08,Hyderabad,Clear,Snowy,Daylight,Auto Rickshaw,53,Male,36,No,1,4,Minor,Wednesday,June
345,2024-04-21,03:33,Jaipur,Rain,Wet,Daylight,Truck,29,Male,91,No,2,0,Minor,Sunday,April
346,2023-02-15,09:00,Kolkata,Clear,Dry,Darkness,Bus,44,Female,51,No,4,0,Minor,Wednesday,February
347,2024-01-08,21:05,Mumbai,Rain,Dry,Darkness,Car,63,Male,103,No,4,1,Minor,Monday,January
348,2024-06-01,10:07,Ahmedabad,Clear,Wet,Darkness,Car,51,Female,70,No,2,4,Serious,Saturday,June
349,2023-04-09,01:20,Kolkata,Rain,Wet,Daylight,Motorcycle,50,Male,36,No,2,3,Minor,Sunday,April
350,2023-02-06,04:16,Mumbai,Fog,Dry,Darkness,Bus,45,Male,53,No,1,0,Minor,Monday,February
351,2023-10-07,02:41,Chennai,Fog,Snowy,Daylight,Bus,48,Male,54,No,4,5,Minor,Saturday,October
352,2023-12-15,11:27,Jaipur,Rain,Icy,Daylight,Truck,49,Male,118,No,2,3,Serious,Friday,December
353,2024-05-11,22:14,Chennai,Rain,Dry,Twilight,Truck,67,Male,43,No,1,3,Minor,Saturday,May
354,2023-10-29,15:40,Chennai,Rain,Snowy,Daylight,Bus,37,Male,73,Yes,1,2,Minor,Sunday,October
355,2023-06-30,18:14,Mumbai,Rain,Dry,Darkness,Motorcycle,57,Male,37,No,4,2,Minor,Friday,June
356,2024-08-29,11:07,Hyderabad,Clear,Dry,Daylight,Bus,52,Male,69,No,1,0,Serious,Thursday,August
357,2023-04-09,09:44,Mumbai,Clear,Dry,Darkness,Auto Rickshaw,48,Male,65,No,1,3,Serious,Sunday,April
358,2024-11-30,20:55,Pune,Clear,Dry,Darkness,Truck,48,Male,67,No,3,2,Minor,Saturday,November
359,2023-04-26,16:09,Bangalore,Windy,Wet,Daylight,Bus,55,Male,52,Yes,2,4,Fatal,Wednesday,April
360,2023-07-10,12:13,Bangalore,Clear,Dry,Daylight,Truck,39,Male,106,Yes,4,4,Minor,Monday,July
361,2023-09-10,04:57,Kolkata,Rain,Dry,Darkness,Bus,62,Male,108,No,2,4,Minor,Sunday,September
362,2023-06-10,20:22,Bangalore,Rain,Dry,Daylight,Bicycle,58,Male,46,No,3,4,Minor,Saturday,June
363,2023-09-13,19:55,Mumbai,Rain,Dry,Daylight,Truck,26,Female,20,No,4,3,Serious,Wednesday,September
364,2023-11-19,05:19,Lucknow,Rain,Dry,Darkness,Motorcycle,69,Male,104,Yes,2,4,Serious,Sunday,November
365,2023-05-08,21:35,Jaipur,Clear,Wet,Daylight,Bicycle,26,Male,78,No,1,3,Minor,Monday,May
366,2023-01-18,20:49,Mumbai,Rain,Dry,Darkness,Auto Rickshaw,32,Male,29,No,4,0,Minor,Wednesday,January
367,2024-07-19,06:58,Mumbai,Fog,Snowy,Daylight,Bus,30,Female,114,No,3,0,Serious,Friday,July
368,2024-07-23,23:51,Ahmedabad,Clear,Wet,Daylight,Auto Rickshaw,39,Male,44,Yes,1,4,Serious,Tuesday,July
369,2023-11-19,19:16,Jaipur,Clear,Dry,Darkness,Truck,33,Male,103,No,3,4,Minor,Sunday,November
370,2024-11-16,20:24,Pune,Rain,Snowy,Daylight,Bicycle,49,Male,76,No,1,4,Serious,Saturday,November
371,2024-09-17,19:38,Bangalore,Fog,Dry,Daylight,Auto Rickshaw,19,Male,85,No,2,0,Minor,Tuesday,September
372,2023-10-15,21:10,Jaipur,Clear,Dry,Daylight,Motorcycle,43,Male,34,No,2,2,Minor,Sunday,October
373,2024-10-24,19:06,Bangalore,Fog,Dry,Daylight,Truck,31,Male,47,No,2,0,Minor,Thursday,October
374,2024-09-30,04:19,Kolkata,Fog,Dry,Daylight,Bicycle,55,Female,32,No,3,4,Minor,Monday,September
375,2023-06-04,21:42,Jaipur,Clear,Dry,Daylight,Auto Rickshaw,51,Female,33,Yes,4,2,Minor,Sunday,June
376,2024-05-04,04:32,Bangalore,Windy,Wet,Daylight,Bicycle,25,Male,85,Yes,2,2,Fatal,Saturday,May
377,2024-01-21,21:52,Pune,Fog,Dry,Daylight,Bicycle,53,Male,53,Yes,3,1,Minor,Sunday,January
378,2023-04-14,02:42,Delhi,Fog,Wet,Darkness,Auto Rickshaw,38,Male,118,No,1,3,Minor,Friday,April
379,2024-01-28,18:50,Chennai,Rain,Dry,Darkness,Car,63,Male,44,No,2,4,Minor,Sunday,January
380,2023-09-03,02:13,Chennai,Clear,Wet,Daylight,Bus,60,Male,73,No,1,3,Minor,Sunday,September
381,2023-06-25,22:36,Pune,Clear,Dry,Darkness,Truck,45,Male,98,Yes,2,1,Minor,Sunday,June
382,2023-02-08,14:05,Ahmedabad,Clear,Dry,Darkness,Truck,63,Male,31,No,1,3,Fatal,Wednesday,February
383,2024-04-21,19:21,Delhi,Clear,Dry,Daylight,Truck,61,Male,28,No,3,4,Minor,Sunday,April
384,2024-11-12,19:08,Kolkata,Clear,Dry,Darkness,Bicycle,65,Male,50,No,2,1,Serious,Tuesday,November
385,2024-06-21,16:18,Pune,Fog,Dry,Daylight,Auto Rickshaw,23,Male,97,Yes,3,3,Serious,Friday,June
386,2024-02-12,07:41,Chennai,Fog,Wet,Darkness,Bus,37,Male,112,No,3,0,Serious,Monday,February
387,2024-06-08,10:29,Chennai,Rain,Dry,Daylight,Motorcycle,48,Male,72,No,1,2,Serious,Saturday,June
388,2024-05-20,03:11,Chennai,Fog,Wet,Daylight,Truck,50,Male,62,No,2,1,Serious,Monday,May
389,2023-02-05,21:11,Hyderabad,Fog,Wet,Darkness,Auto Rickshaw,61,Female,57,No,4,0,Serious,Sunday,February
390,2024-11-15,02:56,Pune,Clear,Snowy,Daylight,Bus,24,Female,61,Yes,4,4,Minor,Friday,November
391,2023-01-20,04:06,Mumbai,Clear,Dry,Daylight,Bus,25,Male,91,No,3,2,Serious,Friday,January
392,2023-11-17,15:50,Kolkata,Rain,Dry,Daylight,Car,26,Male,67,No,1,1,Minor,Friday,November
393,2024-05-26,05:18,Chennai,Rain,Snowy,Daylight,Auto Rickshaw,19,Male,86,No,1,2,Fatal,Sunday,May
394,2024-02-04,05:15,Bangalore,Clear,Wet,Darkness,Truck,34,Male,85,No,1,5,Minor,Sunday,February
395,2024-10-15,09:00,Pune,Rain,Dry,Darkness,Bicycle,69,Male,35,Yes,2,5,Minor,Tuesday,October
396,2024-04-15,18:43,Hyderabad,Clear,Dry,Daylight,Bus,62,Male,102,Yes,2,1,Minor,Monday,April
397,2023-05-23,15:36,Pune,Rain,Dry,Daylight,Bus,54,Male,113,No,1,1,Minor,Tuesday,May
398,2023-04-02,14:45,Kolkata,Fog,Dry,Darkness,Motorcycle,59,Male,35,No,4,3,Minor,Sunday,April
399,2023-12-20,16:27,Hyderabad,Rain,Wet,Daylight,Car,61,Female,50,No,4,2,Minor,Wednesday,December
400,2024-12-27,13:56,Kolkata,Windy,Dry,Darkness,Bus,34,Male,77,No,2,5,Serious,Friday,December
401,2023-02-20,17:23,Pune,Fog,Dry,Daylight,Bus,55,Male,47,Yes,1,5,Minor,Monday,February
402,2024-10-26,16:19,Mumbai,Snow,Dry,Daylight,Bicycle,52,Male,23,No,4,2,Fatal,Saturday,October
403,2024-11-28,02:58,Kolkata,Snow,Dry,Daylight,Bicycle,64,Male,29,Yes,4,5,Serious,Thursday,November
404,2024-07-28,13:28,Hyderabad,Fog,Wet,Daylight,Motorcycle,56,Male,70,No,2,0,Serious,Sunday,July
405,2023-07-09,00:47,Hyderabad,Rain,Wet,Daylight,Auto Rickshaw,47,Male,37,No,2,5,Minor,Sunday,July
406,2023-05-05,23:10,Kolkata,Clear,Dry,Daylight,Motorcycle,23,Male,66,No,4,5,Minor,Friday,May
407,2023-05-30,08:59,Lucknow,Clear,Snowy,Daylight,Motorcycle,21,Female,51,No,1,4,Minor,Tuesday,May
408,2023-11-10,00:39,Pune,Rain,Dry,Daylight,Bicycle,68,Male,49,Yes,4,0,Minor,Friday,November
409,2024-07-23,13:51,Lucknow,Clear,Dry,Daylight,Auto Rickshaw,54,Female,55,No,4,3,Fatal,Tuesday,July
410,2023-12-08,05:12,Ahmedabad,Clear,Dry,Daylight,Bicycle,52,Male,28,No,1,1,Minor,Friday,December
411,2023-11-01,05:17,Pune,Windy,Dry,Daylight,Car,26,Male,55,No,2,5,Minor,Wednesday,November
412,2024-11-22,05:02,Kolkata,Fog,Dry,Daylight,Truck,23,Male,48,No,1,3,Minor,Friday,November
413,2024-11-12,14:40,Delhi,Fog,Dry,Daylight,Truck,30,Male,35,No,1,3,Minor,Tuesday,November
414,2023-02-23,08:00,Kolkata,Clear,Wet,Darkness,Car,39,Female,111,No,1,0,Minor,Thursday,February
415,2024-03-19,05:12,Lucknow,Clear,Dry,Darkness,Truck,45,Male,40,No,1,1,Minor,Tuesday,March
416,2024-09-04,05:38,Mumbai,Clear,Wet,Daylight,Auto Rickshaw,47,Male,83,No,2,4,Serious,Wednesday,September
417,2023-09-21,07:09,Kolkata,Clear,Dry,Daylight,Bicycle,69,Male,85,Yes,4,3,Serious,Thursday,September
418,2023-02-22,16:22,Kolkata,Clear,Snowy,Daylight,Truck,53,Male,78,No,3,4,Fatal,Wednesday,February
419,2024-07-25,07:34,Mumbai,Clear,Wet,Darkness,Auto Rickshaw,19,Male,118,No,2,1,Serious,Thursday,July
420,2024-09-11,13:45,Kolkata,Snow,Dry,Daylight,Bicycle,53,Male,47,Yes,1,1,Minor,Wednesday,September
421,2023-01-05,18:17,Chennai,Rain,Wet,Daylight,Auto Rickshaw,25,Female,74,Yes,4,0,Minor,Thursday,January
422,2023-04-13,11:41,Delhi,Clear,Dry,Darkness,Car,62,Male,119,No,4,2,Minor,Thursday,April
423,2023-07-15,23:18,Bangalore,Clear,Wet,Daylight,Motorcycle,59,Male,50,No,1,5,Minor,Saturday,July
424,2023-12-16,09:04,Delhi,Rain,Dry,Daylight,Car,67,Male,52,No,2,0,Minor,Saturday,December
425,2023-02-16,13:02,Kolkata,Clear,Wet,Daylight,Truck,26,Male,106,No,1,4,Serious,Thursday,February
426,2024-10-17,17:25,Chennai,Snow,Wet,Darkness,Bicycle,18,Male,79,No,4,0,Fatal,Thursday,October
427,2023-09-26,10:56,Pune,Clear,Dry,Daylight,Auto Rickshaw,30,Female,60,No,4,1,Minor,Tuesday,September
428,2024-01-05,08:34,Kolkata,Clear,Dry,Darkness,Truck,67,Male,100,No,2,3,Minor,Friday,January
429,2024-09-27,12:33,Lucknow,Clear,Wet,Darkness,Truck,32,Male,65,No,3,5,Minor,Friday,September
430,2023-04-16,16:13,Chennai,Clear,Dry,Daylight,Motorcycle,49,Male,68,No,1,5,Serious,Sunday,April
431,2024-10-31,03:41,Mumbai,Rain,Dry,Daylight,Truck,51,Female,84,No,3,2,Minor,Thursday,October
432,2024-10-20,11:19,Chennai,Rain,Dry,Daylight,Motorcycle,60,Female,61,No,4,1,Serious,Sunday,October
433,2024-10-18,06:22,Mumbai,Rain,Dry,Darkness,Bicycle,48,Male,42,No,3,5,Minor,Friday,October
434,2023-04-30,10:16,Ahmedabad,Clear,Icy,Darkness,Bicycle,31,Male,46,No,1,5,Minor,Sunday,April
435,2024-08-26,22:44,Bangalore,Rain,Dry,Daylight,Auto Rickshaw,64,Male,108,No,1,3,Fatal,Monday,August
436,2023-02-27,18:34,Jaipur,Rain,Dry,Darkness,Motorcycle,31,Female,51,No,4,4,Fatal,Monday,February
437,2023-12-12,15:32,Chennai,Fog,Wet,Daylight,Car,65,Male,102,No,2,4,Fatal,Tuesday,December
438,2024-04-18,17:23,Hyderabad,Clear,Wet,Daylight,Bicycle,46,Male,107,No,2,4,Serious,Thursday,April
439,2023-04-27,01:02,Lucknow,Clear,Dry,Twilight,Auto Rickshaw,64,Male,22,No,4,0,Minor,Thursday,April
440,2023-05-07,23:50,Kolkata,Rain,Dry,Darkness,Car,36,Male,79,No,1,4,Serious,Sunday,May
441,2024-01-28,01:10,Lucknow,Rain,Snowy,Daylight,Bicycle,44,Male,95,No,2,4,Minor,Sunday,January
442,2024-10-02,22:29,Delhi,Clear,Wet,Darkness,Bicycle,26,Female,118,No,3,0,Serious,Wednesday,October
443,2023-02-27,06:05,Jaipur,Clear,Dry,Twilight,Auto Rickshaw,54,Male,98,No,4,3,Minor,Monday,February
